,Latitude,Longitude,Elevation,Time
1224,51.5055775177,-0.161510054,25.13,2017-07-25 13:55:45
1225,51.5056272224,-0.1618056837,27.53,2017-07-25 13:56:00
1226,51.5057314094,-0.1622558758,24.65,2017-07-25 13:56:20
1227,51.505805254,-0.1626266073,21.29,2017-07-25 13:56:38
1228,51.5058842953,-0.1629953273,19.84,2017-07-25 13:56:57
1229,51.5059189126,-0.16337201,18.4,2017-07-25 13:57:15
1230,51.5059697069,-0.1637009997,20.32,2017-07-25 13:57:32
1231,51.5059823636,-0.1640506089,20.81,2017-07-25 13:57:49
1232,51.505964091,-0.1643828675,23.21,2017-07-25 13:58:05
1233,51.5059620794,-0.1647534315,22.25,2017-07-25 13:58:24
1234,51.505945567,-0.165157523,21.29,2017-07-25 13:58:43
1235,51.5059087705,-0.1655047014,25.61,2017-07-25 13:59:01
1236,51.5058916714,-0.1658854075,28.02,2017-07-25 13:59:20
1237,51.5058963653,-0.1662666164,31.38,2017-07-25 13:59:40
1238,51.5059477463,-0.166623015,24.17,2017-07-25 13:59:56
1239,51.5059632529,-0.1669496577,20.32,2017-07-25 14:00:13
1240,51.5059830341,-0.1672744565,17.44,2017-07-25 14:00:30
1241,51.5059666894,-0.1677010115,16.48,2017-07-25 14:00:50
1242,51.5059415437,-0.1680890936,16.0,2017-07-25 14:01:09
1243,51.5059201699,-0.1684900839,15.52,2017-07-25 14:01:30
1244,51.5059207566,-0.168877244,15.52,2017-07-25 14:01:50
1245,51.5059499256,-0.169267254,15.52,2017-07-25 14:02:10
1246,51.506002564,-0.1696193777,16.48,2017-07-25 14:02:29
1247,51.5061084274,-0.1698451024,18.88,2017-07-25 14:02:44
1248,51.5061968565,-0.1701373793,21.29,2017-07-25 14:03:01
1249,51.5062732995,-0.1703345217,22.25,2017-07-25 14:03:14
1250,51.5063776542,-0.1707353443,19.84,2017-07-25 14:03:32
1251,51.5064680949,-0.1710994542,19.84,2017-07-25 14:03:50
1252,51.5065841004,-0.1715068147,19.36,2017-07-25 14:04:09
1253,51.5066778101,-0.1718072221,18.88,2017-07-25 14:04:25
1254,51.5067198034,-0.1719992515,21.29,2017-07-25 14:04:35
1255,51.5065371618,-0.172292199,21.29,2017-07-25 14:04:54
1256,51.5063934959,-0.1724105515,21.77,2017-07-25 14:05:09
1257,51.5062571224,-0.1725082844,22.25,2017-07-25 14:05:22
1258,51.5061996225,-0.1725290716,20.81,2017-07-25 14:05:38
1259,51.5061724652,-0.1725327596,18.88,2017-07-25 14:06:14
1260,51.5061194915,-0.1725790277,18.4,2017-07-25 14:06:43
1261,51.5059483331,-0.1727183349,19.36,2017-07-25 14:06:59
1262,51.5057411324,-0.1728784293,20.81,2017-07-25 14:07:18
1263,51.505561173,-0.1729203388,20.81,2017-07-25 14:07:35
1264,51.5054773539,-0.1729455683,20.32,2017-07-25 14:07:50
1265,51.5054539684,-0.173186129,18.4,2017-07-25 14:08:02
1266,51.5052801277,-0.1732859574,22.73,2017-07-25 14:08:19
1267,51.505082231,-0.1734082494,24.17,2017-07-25 14:08:35
1268,51.5050680656,-0.1734193973,24.17,2017-07-25 14:08:36
1269,51.5049159341,-0.1735028811,25.13,2017-07-25 14:08:49
1270,51.5047550015,-0.1736188866,28.98,2017-07-25 14:09:05
1271,51.5047454461,-0.1736308727,28.98,2017-07-25 14:09:06
1272,51.5045766346,-0.1738182083,32.34,2017-07-25 14:09:23
1273,51.5045474656,-0.1738446113,32.82,2017-07-25 14:09:26
1274,51.504484266,-0.1738904603,34.26,2017-07-25 14:09:32
1275,51.5043058153,-0.1740312763,36.19,2017-07-25 14:09:49
1276,51.5040618181,-0.1742100623,36.67,2017-07-25 14:10:09
1277,51.5038755722,-0.1743086334,40.03,2017-07-25 14:10:27
1278,51.5036338381,-0.1744979806,37.63,2017-07-25 14:10:45
1279,51.5034061018,-0.1745850686,38.59,2017-07-25 14:11:03
1280,51.5032081213,-0.1746110525,39.07,2017-07-25 14:11:19
1281,51.5030092187,-0.1746197697,38.11,2017-07-25 14:11:35
1282,51.5027811471,-0.1746214461,35.23,2017-07-25 14:11:51
1283,51.5025059693,-0.1746641099,29.46,2017-07-25 14:12:10
1284,51.502260128,-0.1746866573,27.05,2017-07-25 14:12:29
1285,51.5020874608,-0.1746639423,27.05,2017-07-25 14:12:43
1286,51.501885457,-0.1746683847,28.5,2017-07-25 14:12:59
1287,51.5018510073,-0.1747580711,26.09,2017-07-25 14:13:15
1288,51.5018436313,-0.174781708,23.21,2017-07-25 14:13:41
1289,51.5018251911,-0.1747671235,24.17,2017-07-25 14:13:46
1290,51.5016846266,-0.1746995654,23.69,2017-07-25 14:14:00
1291,51.5015031584,-0.1746377908,22.73,2017-07-25 14:14:15
1292,51.5014170762,-0.1746246312,23.69,2017-07-25 14:14:29
1293,51.5013056807,-0.174606191,25.13,2017-07-25 14:14:43
1294,51.5011149924,-0.1745604258,25.13,2017-07-25 14:14:57
1295,51.5009421576,-0.1744870842,26.09,2017-07-25 14:15:14
1296,51.5008016769,-0.1744155865,30.42,2017-07-25 14:15:26
1297,51.5005427599,-0.1743659656,34.74,2017-07-25 14:15:42
1298,51.5003724396,-0.1743177697,43.4,2017-07-25 14:15:58
1299,51.5002843458,-0.1742966473,48.2,2017-07-25 14:16:05
1300,51.500147637,-0.1744050253,51.09,2017-07-25 14:16:17
1301,51.5001006145,-0.1744102221,49.65,2017-07-25 14:16:21
1302,51.5000552684,-0.1743652951,48.2,2017-07-25 14:16:27
1303,51.500002211,-0.1743651275,48.2,2017-07-25 14:16:32
1304,51.4998358302,-0.1742770337,48.2,2017-07-25 14:16:47
1305,51.4996838663,-0.1742388122,50.61,2017-07-25 14:16:59
1306,51.4995784219,-0.1741987467,60.22,2017-07-25 14:17:09
1307,51.4994298946,-0.1741111558,75.6,2017-07-25 14:17:19
1308,51.4993027411,-0.1740343776,92.42,2017-07-25 14:17:33
1309,51.4991710614,-0.1739282627,118.38,2017-07-25 14:17:48
1310,51.4990440756,-0.1738918014,126.55,2017-07-25 14:17:58
1311,51.4989004098,-0.1738427673,120.78,2017-07-25 14:18:08
1312,51.4987580851,-0.1738544181,111.17,2017-07-25 14:18:22
1313,51.498536719,-0.1739349682,104.92,2017-07-25 14:18:34
1314,51.4984057937,-0.1739035361,101.56,2017-07-25 14:18:42
1315,51.4982710965,-0.1738249976,91.46,2017-07-25 14:18:53
1316,51.4980884548,-0.1737286057,87.62,2017-07-25 14:19:06
1317,51.4979377482,-0.1737009455,91.46,2017-07-25 14:19:18
1318,51.4977779053,-0.1736772247,96.75,2017-07-25 14:19:31
1319,51.4976320602,-0.1736559346,103.0,2017-07-25 14:19:40
1320,51.4975011349,-0.173663646,104.44,2017-07-25 14:19:48
1321,51.4972549584,-0.1737523265,100.11,2017-07-25 14:19:59
1322,51.4970588218,-0.1736139413,92.9,2017-07-25 14:20:12
1323,51.4969187602,-0.1735197287,83.77,2017-07-25 14:20:23
1324,51.4968436584,-0.1734426152,80.89,2017-07-25 14:20:32
1325,51.4966879226,-0.1734450459,85.21,2017-07-25 14:20:45
1326,51.4965879265,-0.1734752208,85.69,2017-07-25 14:20:55
1327,51.4964513015,-0.1734671742,93.39,2017-07-25 14:21:09
1328,51.4962244872,-0.1735683437,88.58,2017-07-25 14:21:22
1329,51.496134717,-0.1736218203,76.08,2017-07-25 14:21:37
1330,51.4961078949,-0.1737011969,61.66,2017-07-25 14:21:59
1331,51.4961016085,-0.1737110876,52.53,2017-07-25 14:22:21
1332,51.4961100742,-0.1737107523,52.53,2017-07-25 14:22:22
1333,51.4960929751,-0.1737838425,40.51,2017-07-25 14:22:38
1334,51.4960566815,-0.1738494728,39.55,2017-07-25 14:23:12
1335,51.4960685838,-0.1739025302,35.71,2017-07-25 14:23:45
1336,51.4960671589,-0.1739081461,30.9,2017-07-25 14:24:10
1337,51.4960903767,-0.1738962438,28.98,2017-07-25 14:24:29
1338,51.4961093199,-0.1738858502,27.53,2017-07-25 14:24:57
1339,51.4961353876,-0.1738809049,26.09,2017-07-25 14:25:21
1340,51.496152319,-0.1738777198,26.09,2017-07-25 14:25:36
1341,51.4961664844,-0.1738623809,26.09,2017-07-25 14:25:58
1342,51.4961938933,-0.1738532446,26.09,2017-07-25 14:26:15
1343,51.4962701686,-0.1738329604,27.05,2017-07-25 14:26:48
1344,51.4962860104,-0.1738252491,29.46,2017-07-25 14:27:10
1345,51.4963044506,-0.1738031209,29.94,2017-07-25 14:27:28
1346,51.4963303506,-0.1737954095,30.42,2017-07-25 14:27:54
1347,51.4963640459,-0.1737944875,30.42,2017-07-25 14:28:09
1348,51.4963907003,-0.1737602055,31.86,2017-07-25 14:28:32
1349,51.496417271,-0.1737478003,34.26,2017-07-25 14:28:52
1350,51.4964377228,-0.1737415139,34.26,2017-07-25 14:29:16
1351,51.4964550734,-0.1737365685,35.71,2017-07-25 14:29:32
1352,51.4964785427,-0.1737620495,35.71,2017-07-25 14:29:57
1353,51.4964985754,-0.1737560146,34.74,2017-07-25 14:30:14
1354,51.4965238888,-0.1737467106,35.71,2017-07-25 14:30:35
1355,51.4965572488,-0.173743777,35.71,2017-07-25 14:30:55
1356,51.4965874236,-0.1737220678,33.78,2017-07-25 14:31:16
1357,51.496606702,-0.1737296116,32.82,2017-07-25 14:31:42
1358,51.4966315124,-0.1737154461,30.9,2017-07-25 14:31:57
1359,51.4966595918,-0.1737466268,30.42,2017-07-25 14:32:16
1360,51.4966715779,-0.1737519912,28.98,2017-07-25 14:32:34
1361,51.4966900181,-0.1737463754,28.02,2017-07-25 14:32:52
1362,51.4967092965,-0.1737694256,26.57,2017-07-25 14:33:08
1363,51.4967399742,-0.1737636421,25.13,2017-07-25 14:33:23
1364,51.4967736695,-0.1737493929,24.17,2017-07-25 14:33:40
1365,51.4967885055,-0.1737511531,23.21,2017-07-25 14:34:01
1366,51.4967943728,-0.1737838425,24.17,2017-07-25 14:34:21
1367,51.4967771061,-0.1737653185,27.05,2017-07-25 14:34:38
1368,51.496886909,-0.1737772208,32.82,2017-07-25 14:35:25
1369,51.4968708158,-0.1738544181,32.82,2017-07-25 14:35:34
1370,51.4968980569,-0.1740235649,32.82,2017-07-25 14:35:59
1371,51.4968793653,-0.1739283465,32.34,2017-07-25 14:36:07
1372,51.4967909362,-0.1737364847,30.9,2017-07-25 14:36:26
1373,51.4967667125,-0.1737332996,29.94,2017-07-25 14:36:36
1374,51.4965439215,-0.1742912829,21.29,2017-07-25 14:37:02
1375,51.4965764433,-0.175437592,35.71,2017-07-25 14:37:48
1376,51.4967026748,-0.1753254421,5.91,2017-07-25 14:38:08
1377,51.4965756051,-0.1753226761,7.35,2017-07-25 14:38:25
1378,51.4964931272,-0.175302811,9.75,2017-07-25 14:38:44
1379,51.4963873476,-0.1753126178,10.71,2017-07-25 14:39:07
1380,51.4963157661,-0.175307421,19.36,2017-07-25 14:39:30
1381,51.4963642135,-0.1753748953,23.21,2017-07-25 14:39:50
1382,51.4963669796,-0.1753822714,23.69,2017-07-25 14:40:11
1383,51.4963742718,-0.175413955,22.73,2017-07-25 14:40:34
1384,51.4963854197,-0.1754432078,23.69,2017-07-25 14:40:56
1385,51.4963969029,-0.1756468881,25.61,2017-07-25 14:41:15
1386,51.4963633753,-0.1759103313,28.5,2017-07-25 14:41:38
1387,51.496112505,-0.1764196157,23.21,2017-07-25 14:42:04
1388,51.4960709307,-0.1763516385,21.77,2017-07-25 14:42:19
1389,51.4959579427,-0.1762239821,21.77,2017-07-25 14:42:41
1390,51.4960072283,-0.1762846671,21.29,2017-07-25 14:43:04
1391,51.496056933,-0.1762108225,25.61,2017-07-25 14:43:25
1392,51.4961317834,-0.1761909574,27.53,2017-07-25 14:43:52
1393,51.4963145927,-0.176379215,32.34,2017-07-25 14:44:18
1394,51.4963352121,-0.1763834059,35.71,2017-07-25 14:44:40
1395,51.4962223917,-0.1763527282,33.78,2017-07-25 14:45:05
1396,51.4962538239,-0.1763075497,34.26,2017-07-25 14:45:18
1397,51.4964336995,-0.1762073021,34.74,2017-07-25 14:45:40
1398,51.4963184483,-0.1762128342,34.26,2017-07-25 14:46:06
1399,51.4962642174,-0.1762909535,33.3,2017-07-25 14:46:29
1400,51.4963051211,-0.1762849186,31.86,2017-07-25 14:46:49
1401,51.4963974059,-0.176256001,33.3,2017-07-25 14:47:10
1402,51.4963130001,-0.176362535,25.61,2017-07-25 14:47:30
1403,51.4962867647,-0.1763858367,27.05,2017-07-25 14:47:53
1404,51.4963598549,-0.1763659716,29.46,2017-07-25 14:48:15
1405,51.4964124933,-0.1763840765,30.42,2017-07-25 14:48:36
1406,51.4963096473,-0.1762487087,25.13,2017-07-25 14:48:54
1407,51.4963361342,-0.1763683185,26.57,2017-07-25 14:49:16
1408,51.496360274,-0.176390782,23.21,2017-07-25 14:49:35
1409,51.496452475,-0.1762845833,13.6,2017-07-25 14:49:50
1410,51.4964365494,-0.176262036,10.71,2017-07-25 14:50:11
1411,51.4964359626,-0.1762534026,10.23,2017-07-25 14:50:32
1412,51.4964283351,-0.1762423385,9.27,2017-07-25 14:50:58
1413,51.4963965677,-0.176143935,8.79,2017-07-25 14:51:25
1414,51.4963445999,-0.1761456951,9.75,2017-07-25 14:51:54
1415,51.4963565022,-0.1762190368,6.87,2017-07-25 14:52:24
1416,51.4963718411,-0.1762289274,5.91,2017-07-25 14:52:51
1417,51.4963620342,-0.1762440987,5.91,2017-07-25 14:53:12
1418,51.4961942285,-0.1762449369,4.94,2017-07-25 14:53:33
1419,51.4961337112,-0.1762238145,2.54,2017-07-25 14:53:51
1420,51.4960824978,-0.1760819089,-2.75,2017-07-25 14:54:12
1421,51.4960589446,-0.1759437751,1.58,2017-07-25 14:54:36
1422,51.4960560948,-0.1758708525,3.02,2017-07-25 14:55:02
1423,51.495956853,-0.1752820238,-7.55,2017-07-25 15:03:32
1424,51.4959136862,-0.1752549503,-3.71,2017-07-25 15:03:49
1425,51.4960465394,-0.1755231712,-11.4,2017-07-25 15:04:06
1426,51.4961005189,-0.1757481415,-15.24,2017-07-25 15:04:27
1427,51.4961440209,-0.1758943219,-17.65,2017-07-25 15:05:05
1428,51.4961615391,-0.1759198029,-17.65,2017-07-25 15:05:31
1429,51.4961651433,-0.1759313699,-16.69,2017-07-25 15:05:54
1430,51.496171765,-0.1759420987,-14.76,2017-07-25 15:06:24
1431,51.4961901214,-0.1758970041,-15.72,2017-07-25 15:06:46
1432,51.49619448,-0.1759043802,-11.88,2017-07-25 15:07:13
1433,51.4961684123,-0.1758574415,-7.07,2017-07-25 15:07:34
1434,51.4961518999,-0.1759840082,-6.11,2017-07-25 15:07:53
1435,51.4961886965,-0.1763073821,3.5,2017-07-25 15:08:12
1436,51.4961690828,-0.1763538178,6.39,2017-07-25 15:08:32
1437,51.4960980043,-0.1763419993,9.27,2017-07-25 15:08:58
1438,51.4960550889,-0.176243512,9.75,2017-07-25 15:09:20
1439,51.4960344695,-0.1761678234,8.31,2017-07-25 15:09:28
1440,51.4959472138,-0.1761855092,8.31,2017-07-25 15:09:34
1441,51.4959524944,-0.1762636285,10.71,2017-07-25 15:09:52
1442,51.496088868,-0.1763276663,15.04,2017-07-25 15:10:13
1443,51.4961546659,-0.1762589347,18.4,2017-07-25 15:10:35
1444,51.4961614553,-0.1762100682,20.32,2017-07-25 15:11:07
1445,51.4961487148,-0.1761767082,19.84,2017-07-25 15:11:28
1446,51.4961967431,-0.1761197951,17.92,2017-07-25 15:11:45
1447,51.4962229785,-0.1760897879,15.04,2017-07-25 15:12:05
1448,51.4962289296,-0.1761233155,12.63,2017-07-25 15:12:26
1449,51.4962228946,-0.1761766244,12.63,2017-07-25 15:12:30
1450,51.4961938094,-0.1762498822,12.63,2017-07-25 15:12:35
1451,51.496149553,-0.1762932166,12.63,2017-07-25 15:12:39
1452,51.4962610323,-0.1762600243,13.12,2017-07-25 15:13:13
1453,51.4962396584,-0.1764628664,13.6,2017-07-25 15:13:31
1454,51.4962253254,-0.1768309996,11.67,2017-07-25 15:13:52
1455,51.4962355513,-0.1768903434,16.96,2017-07-25 15:14:12
1456,51.4961725194,-0.1770807803,23.69,2017-07-25 15:14:29
1457,51.4961965755,-0.177166108,23.69,2017-07-25 15:14:43
1458,51.4962180331,-0.1770732366,24.17,2017-07-25 15:15:03
1459,51.4957573637,-0.1771459915,21.29,2017-07-25 15:18:56
1460,51.4959195536,-0.177333327,7.35,2017-07-25 15:19:23
1461,51.4959965833,-0.1775388513,-7.55,2017-07-25 15:19:48
1462,51.4961135108,-0.1776658371,-15.24,2017-07-25 15:20:12
1463,51.4961473737,-0.1776689384,-9.0,2017-07-25 15:20:41
1464,51.4961184561,-0.1776616462,-10.44,2017-07-25 15:21:05
1465,51.4961024467,-0.1776764821,-9.0,2017-07-25 15:21:25
1466,51.4960473776,-0.177596854,-10.44,2017-07-25 15:21:42
1467,51.4958476368,-0.1773077622,-8.51,2017-07-25 15:21:58
1468,51.4957741275,-0.1771673653,-4.19,2017-07-25 15:22:22
1469,51.4958434459,-0.1772085205,-3.71,2017-07-25 15:22:44
1470,51.4959706832,-0.1772060897,-6.59,2017-07-25 15:23:09
1471,51.4958954137,-0.1771603245,-7.07,2017-07-25 15:23:31
1472,51.4958577789,-0.1770890784,-4.67,2017-07-25 15:23:48
1473,51.4958468825,-0.1770835463,-4.19,2017-07-25 15:24:10
1474,51.4958309568,-0.1770564727,-4.19,2017-07-25 15:24:31
1475,51.4958326332,-0.1770506892,-3.71,2017-07-25 15:24:55
1476,51.4958138578,-0.176944742,-2.27,2017-07-25 15:25:19
1477,51.4957535919,-0.1768662874,1.1,2017-07-25 15:25:41
1478,51.4957342297,-0.1766771916,9.27,2017-07-25 15:25:53
1479,51.4957295358,-0.176656656,10.23,2017-07-25 15:26:18
1480,51.4957337268,-0.1766571589,10.71,2017-07-25 15:26:42
1481,51.4957372472,-0.1766600087,10.71,2017-07-25 15:27:09
1482,51.4957943279,-0.1766607631,11.19,2017-07-25 15:27:36
1483,51.4958574437,-0.1768355258,19.84,2017-07-25 15:27:58
1484,51.4960572682,-0.1770169102,26.09,2017-07-25 15:28:29
1485,51.4961355552,-0.1769063529,33.3,2017-07-25 15:28:45
1486,51.496173609,-0.176882213,35.23,2017-07-25 15:29:10
1487,51.4962150995,-0.1769943628,36.67,2017-07-25 15:29:30
1488,51.4963104855,-0.1770254597,32.82,2017-07-25 15:29:59
1489,51.4963617828,-0.177005427,31.38,2017-07-25 15:30:22
1490,51.4963688236,-0.177098969,31.38,2017-07-25 15:30:41
1491,51.4963877667,-0.1771673653,32.34,2017-07-25 15:31:09
1492,51.4963884372,-0.1771820337,32.34,2017-07-25 15:31:31
1493,51.4964156784,-0.1771768369,32.34,2017-07-25 15:31:55
1494,51.4964604378,-0.1772016473,35.71,2017-07-25 15:32:21
1495,51.496470077,-0.1772192493,36.19,2017-07-25 15:32:45
1496,51.4966130722,-0.1772358455,40.51,2017-07-25 15:33:07
1497,51.4967006631,-0.1772690378,43.88,2017-07-25 15:33:30
1498,51.4967385493,-0.177333327,47.72,2017-07-25 15:33:56
1499,51.4967495296,-0.1773137134,47.24,2017-07-25 15:34:21
1500,51.4967431594,-0.177353695,48.68,2017-07-25 15:34:48
1501,51.4967384655,-0.1773950178,48.68,2017-07-25 15:35:11
1502,51.4967042673,-0.1774346642,48.68,2017-07-25 15:35:32
1503,51.496679876,-0.177434748,48.2,2017-07-25 15:35:56
1504,51.4966449235,-0.1773734763,48.2,2017-07-25 15:36:18
1505,51.4965888485,-0.1772798505,48.68,2017-07-25 15:36:38
1506,51.4965508785,-0.1772568002,48.68,2017-07-25 15:36:46
1507,51.4964601025,-0.1771506015,48.2,2017-07-25 15:37:00
1508,51.4964448474,-0.1771241985,48.2,2017-07-25 15:37:02
1509,51.496197246,-0.176649699,45.8,2017-07-25 15:37:18
1510,51.4962866809,-0.1764535625,40.51,2017-07-25 15:37:39
1511,51.4964528102,-0.1764906105,38.59,2017-07-25 15:37:59
1512,51.496522883,-0.1765251439,38.11,2017-07-25 15:38:22
1513,51.4965728391,-0.1764859166,34.74,2017-07-25 15:38:50
1514,51.4965394791,-0.1764589269,33.3,2017-07-25 15:39:15
1515,51.496525649,-0.1764194481,35.23,2017-07-25 15:39:34
1516,51.4966194425,-0.1761900354,41.95,2017-07-25 15:43:30
1517,51.4966070373,-0.176456999,59.74,2017-07-25 15:43:47
1518,51.4965590928,-0.1765191928,50.13,2017-07-25 15:44:27
1519,51.4965123218,-0.1765425783,51.09,2017-07-25 15:45:06
1520,51.4965528063,-0.1765102241,44.36,2017-07-25 15:45:43
1521,51.4965751022,-0.1764689852,40.51,2017-07-25 15:46:28
1522,51.4965762757,-0.176464878,38.59,2017-07-25 15:47:05
1523,51.4965661336,-0.1764633693,35.71,2017-07-25 15:47:48
1524,51.4965683129,-0.1764622796,33.3,2017-07-25 15:48:35
1525,51.4965756051,-0.1764609385,32.34,2017-07-25 15:49:09
1526,51.4965722524,-0.1764735114,32.34,2017-07-25 15:49:47
1527,51.4965758566,-0.176491281,32.34,2017-07-25 15:50:23
1528,51.4965825621,-0.1764907781,31.86,2017-07-25 15:51:01
1529,51.4965842385,-0.1764876768,31.38,2017-07-25 15:51:33
1530,51.4965859987,-0.1764870901,30.42,2017-07-25 15:52:07
1531,51.4965828974,-0.1764922868,28.98,2017-07-25 15:52:44
1532,51.4965729229,-0.176484324,28.02,2017-07-25 15:53:18
1533,51.4965659659,-0.1764770318,27.53,2017-07-25 15:53:58
1534,51.4965644572,-0.1764763612,27.53,2017-07-25 15:54:34
1535,51.4965695702,-0.1764745172,26.09,2017-07-25 15:55:28
1536,51.4965704922,-0.1764601842,25.13,2017-07-25 15:56:08
1537,51.4965765271,-0.1764554903,25.61,2017-07-25 15:56:48
1538,51.4965819754,-0.176458424,25.61,2017-07-25 15:57:38
1539,51.4965822268,-0.1764731761,25.13,2017-07-25 15:58:26
1540,51.4965823945,-0.1764611062,26.09,2017-07-25 15:59:08
1541,51.4965885971,-0.1764474437,26.09,2017-07-25 15:59:49
1542,51.4965906087,-0.1764397323,27.53,2017-07-25 16:00:21
1543,51.4965916146,-0.1764441747,28.5,2017-07-25 16:01:02
1544,51.4965917822,-0.176456077,28.5,2017-07-25 16:01:48
1545,51.4965917822,-0.1764580049,28.02,2017-07-25 16:02:32
1546,51.4965907764,-0.1764659677,27.53,2017-07-25 16:03:06
1547,51.4965898544,-0.1764714997,28.02,2017-07-25 16:03:38
1548,51.4965919498,-0.176483402,27.05,2017-07-25 16:04:17
1549,51.4965897705,-0.1764829829,27.05,2017-07-25 16:05:07
1550,51.4965852443,-0.1764858328,27.05,2017-07-25 16:05:47
1551,51.4965847414,-0.176496394,26.57,2017-07-25 16:06:21
1552,51.4965892676,-0.1764953882,26.09,2017-07-25 16:06:59
1553,51.4965871722,-0.176484827,26.57,2017-07-25 16:07:42
1554,51.4965819754,-0.1764791273,26.57,2017-07-25 16:08:24
1555,51.496590022,-0.1764792949,26.57,2017-07-25 16:09:06
1556,51.4965985715,-0.1764742658,26.57,2017-07-25 16:09:46
1557,51.4965980686,-0.176481558,25.61,2017-07-25 16:10:29
1558,51.4966014214,-0.1764829829,25.13,2017-07-25 16:11:10
1559,51.496603433,-0.1764820609,25.13,2017-07-25 16:11:48
1560,51.49660578,-0.1765002497,25.61,2017-07-25 16:12:23
1561,51.4966074564,-0.1765141636,25.61,2017-07-25 16:12:55
1562,51.4966047741,-0.1765194442,25.13,2017-07-25 16:13:27
1563,51.4966033492,-0.1765201148,24.65,2017-07-25 16:14:03
1564,51.4965965599,-0.1765243895,24.65,2017-07-25 16:14:44
1565,51.4965963922,-0.1765288319,23.69,2017-07-25 16:15:26
1566,51.4965944644,-0.1765284128,22.25,2017-07-25 16:16:02
1567,51.4965983201,-0.1765344478,22.25,2017-07-25 16:16:38
1568,51.4965999965,-0.1765339449,23.21,2017-07-25 16:17:12
1569,51.4965989906,-0.1765193604,23.21,2017-07-25 16:17:45
1570,51.496598823,-0.1765067875,23.69,2017-07-25 16:18:16
1571,51.4965989068,-0.176501926,23.69,2017-07-25 16:18:42
1572,51.4965981524,-0.1764792111,23.69,2017-07-25 16:19:21
1573,51.4966014214,-0.1764761098,23.21,2017-07-25 16:19:56
1574,51.4966003317,-0.1764704939,23.69,2017-07-25 16:20:33
1575,51.4965986554,-0.1764668897,23.69,2017-07-25 16:21:10
1576,51.4965889324,-0.1764622796,23.69,2017-07-25 16:21:47
1577,51.4965850767,-0.1764605194,24.17,2017-07-25 16:22:22
1578,51.4965912793,-0.1764573343,24.65,2017-07-25 16:23:02
1579,51.496596979,-0.1764594298,25.13,2017-07-25 16:23:37
1580,51.4965989068,-0.1764612738,24.65,2017-07-25 16:24:05
1581,51.4966080431,-0.176462112,24.65,2017-07-25 16:24:34
1582,51.4966081269,-0.176456999,24.65,2017-07-25 16:25:03
1583,51.496584909,-0.176481558,24.65,2017-07-25 16:25:30
1584,51.4965786226,-0.1764854975,24.65,2017-07-25 16:25:56
1585,51.4965588413,-0.1764923707,24.65,2017-07-25 16:26:22
1586,51.4965546504,-0.1764895208,25.13,2017-07-25 16:26:42
1587,51.4965127409,-0.1764586754,26.57,2017-07-25 16:27:04
1588,51.4964582585,-0.1763945539,27.53,2017-07-25 16:27:24
1589,51.4964518044,-0.1763794664,28.02,2017-07-25 16:27:25
1590,51.4963424206,-0.17597395,35.71,2017-07-25 16:27:46
1591,51.4963122457,-0.1758944895,39.55,2017-07-25 16:28:04
1592,51.4962776285,-0.1758324634,43.4,2017-07-25 16:28:28
1593,51.4963947237,-0.1756646577,51.09,2017-07-25 16:28:44
1594,51.4964919537,-0.1756542642,61.18,2017-07-25 16:29:06
1595,51.4965588413,-0.1757001132,59.26,2017-07-25 16:29:22
1596,51.4973466564,-0.1745039318,61.18,2017-07-25 16:34:55
1597,51.4971165732,-0.1739239041,52.05,2017-07-25 16:35:22
1598,51.4972631726,-0.174435284,52.53,2017-07-25 16:35:47
1599,51.4972826187,-0.1746437419,49.65,2017-07-25 16:36:10
1600,51.4972758293,-0.1747047622,42.92,2017-07-25 16:36:31
1601,51.4973082673,-0.1746693067,41.95,2017-07-25 16:36:55
1602,51.4972552937,-0.1747934427,41.95,2017-07-25 16:37:12
1603,51.4972387813,-0.1748703048,38.59,2017-07-25 16:37:34
1604,51.497226879,-0.1748842187,34.74,2017-07-25 16:37:57
1605,51.497157393,-0.1749506034,22.25,2017-07-25 16:38:19
1606,51.4966779482,-0.1736447867,24.65,2017-07-25 16:49:23
1607,51.4967594203,-0.1736545935,47.24,2017-07-25 16:49:43
1608,51.4967814647,-0.1737031247,47.24,2017-07-25 16:49:57
1609,51.4968631044,-0.1737208106,47.72,2017-07-25 16:50:10
1610,51.4969240408,-0.1737706829,44.84,2017-07-25 16:50:18
1611,51.4970488474,-0.1738621294,31.86,2017-07-25 16:50:32
1612,51.4970995579,-0.1739073917,33.3,2017-07-25 16:50:44
1613,51.4972419664,-0.1738492213,37.63,2017-07-25 16:50:59
1614,51.4973956067,-0.1738526579,39.07,2017-07-25 16:51:16
1615,51.4975451399,-0.1738774683,38.11,2017-07-25 16:51:29
1616,51.4977072459,-0.1738601178,36.19,2017-07-25 16:51:44
1617,51.4977518376,-0.1738842577,35.71,2017-07-25 16:51:55
1618,51.4977551065,-0.1738839224,35.71,2017-07-25 16:52:09
1619,51.4940755349,-0.1734122727,93.39,2017-07-25 16:58:20
1620,51.4941446856,-0.1737469621,34.26,2017-07-25 16:58:35
1621,51.4941646345,-0.173813263,18.88,2017-07-25 16:58:55
1622,51.4941374771,-0.1738524064,14.56,2017-07-25 16:59:19
1623,51.4940370619,-0.1736554317,12.63,2017-07-25 16:59:40
1624,51.4940220583,-0.1736118458,14.56,2017-07-25 16:59:59
